time,p_LA,p_LV,p_RA,p_RV,p_AR_SYS,p_VEN_SYS,p_AR_PUL,p_VEN_PUL
12.415093113200800,6.548014192338300,5.93925986579195,2.3201726420229900,1.8122268459226900,62.672020545788500,23.655405959716000,14.802715829578200,12.437764558315800
12.416093120700800,6.558493716169850,5.951507173380580,2.3210270252346300,1.8154129438110200,62.60605959585220,23.654984247168700,14.795021176715900,12.431462599311400
12.417093128200900,6.5689446727697800,5.9637205121407800,2.321912090598160,1.8185848199007600,62.54020720662300,23.654560156848200,14.787329766935900,12.425189946076900
12.418093135700900,6.579367133552880,5.975899983955300,2.3228272266323800,1.8217427468375300,62.4744631929147,23.654133696035300,14.779641687203900,12.418946453884600
12.419093143201000,6.589761173745320,5.988045690180910,2.3237718338841100,1.8248869918996500,62.40882736986920,23.653704871945500,14.771957024080300,12.41273197739720
12.420093150701000,6.600126871958780,6.000157731723630,2.324745324691640,1.8280178171038200,62.34329955295540,23.653273691730700,14.764275863700800,12.406546370764500
12.421093158201100,6.610464309799770,6.0122362091051700,2.325747122952690,1.8311354793085900,62.27787955796840,23.652840162480100,14.756598291757700,12.40038948771560
12.42209316570120,6.620773571511630,6.02428122252131,2.326776663897080,1.8342402303159200,62.212567201029200,23.652404291221400,14.748924393482700,12.394261181644000
12.423093173201200,6.631054743646800,6.036292871892990,2.3278333938637400,1.8373323169706100,62.147362298583700,23.651966084921600,14.741254253630400,12.388161305687800
12.424093180701300,6.641307914767020,6.0482712569106900,2.3289167700821900,1.8404119812578900,62.082264667402100,23.65152555048830,14.733587956463700,12.382089712805200
12.42509318820130,6.651533175169480,6.060216477072820,2.3300262604583,1.8434794603990000,62.01727412457810,23.651082694770800,14.72592558573890,12.376046255844600
12.426093195701400,6.661730616636920,6.072128631718570,2.3311613433642300,1.8465349869449800,61.95239048752840,23.65063752456080,14.71826722469280,12.370030787610700
12.427093203201400,6.671900332209770,6.084007820055880,2.3323215074325600,1.8495787888685100,61.88761357399220,23.650190046593800,14.71061295603070,12.364043160925500
12.428093210701500,6.682042415978840,6.09585414118482,2.3335062513544100,1.852611089654060,61.82294320203000,23.649740267549700,14.702962861914100,12.358083228686500
12.429093218201600,6.692156962896760,6.107667694117060,2.334715083681620,1.8556321083861200,61.75837919002360,23.649288194053900,14.69531702395090,12.352150843920000
12.430093225701600,6.7022440686069100,6.119448577791570,2.335947522632700,1.8586420598358700,61.693921356674900,23.648833832678500,14.687675523185200,12.346245859831300
12.431093233201700,6.712303829288350,6.1311968910872,2.3372030959026900,1.8616411545459900,61.62956952100570,23.64837718994270,14.68003844008810,12.340368129851300
12.432093240701700,6.722336341515470,6.142912732832180,2.3384813404767400,1.864629598913890,61.56532350235680,23.647918272314200,14.672405854549500,12.334517507680400
12.433093248201800,6.732341702131350,6.154596201811150,2.339781802447350,1.8676075952732500,61.50118312038740,23.64745708620970,14.664777845870300,12.328693847328800
12.434093255701800,6.7423200081335700,6.166247396769770,2.341104036835190,1.8705753419740400,61.43714819507470,23.646993637996000,14.657154492755700,12.322897003154200
12.4350932632019,6.752271356571500,6.177866416417320,2.3424476074134900,1.873533033460830,61.37321854671300,23.646527933990800,14.649535873308000,12.317126829897000
12.436093270702000,6.762195844454240,6.189453359427460,2.3438120865358000,1.8764808603497000,61.30939399591330,23.646059980463500,14.64192206502150,12.311383182712700
12.437093278202000,6.772093568668160,6.201008324437370,2.345197054967280,1.879419009503540,61.24567436360230,23.645589783636000,14.634313144777100,12.305665917202200
12.43809328570210,6.7819646259034,6.212531410045480,2.34660210171915,1.882347664105920,61.18205947102260,23.645117349683700,14.626709188837000,12.29997488943970
12.439093293202100,6.7921159577857800,6.224023663470220,2.348335970265870,1.8852673202852000,61.118549139731100,23.644642684736000,14.619110272841200,12.294309955998600
12.440093300702200,6.807329949145900,6.235528156815130,2.355250727653410,1.8881926759119100,61.05514319359480,23.64416581984830,14.611516471905800,12.288671075170000
12.441093308202200,6.829052759444410,6.24715900668204,2.368939053310780,1.8911631187348000,60.99184146784030,23.643686912175600,14.603927861117900,12.283058756826400
12.442093315702300,6.857030370557910,6.259030447297520,2.389286012528530,1.894219426426590,60.92864381340580,23.64320625828090,14.596344515905400,12.277474250381100
12.443093323202400,6.890997171976340,6.271249883028480,2.4161547392271600,1.8974013587677900,60.865550096186200,23.642724248424600,14.588766512279100,12.271919469239700
12.444093330702400,6.930674338786030,6.2839177861462100,2.4493845241472800,1.9007475238981500,60.80256019616170,23.64224133347490,14.581193927180200,12.26639691336620
12.445093338202500,6.975768572585580,6.297127570144080,2.488789132358530,1.9042952343753300,60.73967400651540,23.64175800148120,14.573626838915500,12.260909595348200
12.446093345702500,7.025971217244960,6.310965445796970,2.5341554024676200,1.9080803546689800,60.67689143273070,23.64127476084690,14.566065327659900,12.255460969591800
12.447093353202600,7.080957757890910,6.325510267205240,2.5852421722800200,1.912137142004830,60.61421239166900,23.64079212800490,14.558509476008500,12.250054864343600
12.44809336070260,7.140387707377850,6.340833375049670,2.6417795689298300,1.9164980827138500,60.55163681062110,23.64031061816130,14.550959369561000,12.244695416305600
12.449093368202700,7.203904879851030,6.3569984441877800,2.703468695009150,1.9211937264412500,60.48916462633560,23.639830738129700,14.543415097523500,12.239387007669700
12.450093375702800,7.2711380459156600,6.374061342538390,2.769981735611960,1.9262525207280500,60.42679578402270,23.63935298059650,14.535876753315000,12.234134205457300
12.45109338320280,7.341701958501840,6.392070007924700,2.8409625042390100,1.9317006485937400,60.36453023633480,23.63887781937370,14.528344435163900,12.228941703101200
12.452093390702900,7.41519873288674,6.411064349173900,2.9160274380941400,1.9375618718197600,60.30236794232920,23.638405705347100,14.52081824668690,12.223814264257500
12.453093398202900,7.491219558643930,6.431076177301860,2.9947670454368300,1.9438573826574600,60.24030886641350,23.637937062930000,14.513298297437400,12.218756668875300
12.45409340570300,7.569346715687430,6.452129172047580,3.0767477994096300,1.9506056666588400,60.1783529772796,23.637472286907200,14.505784703416200,12.213773661594000
12.455093413203000,7.649155861222510,6.474238888367980,3.1615144642559000,1.9578223792518000,60.11650024683230,23.637011739599100,14.498277587536800,12.208869902563700
12.456093420703100,7.730218549465830,6.49741280676738,3.2485928312474900,1.9655202385531700,60.05475064911610,23.63655574831100,14.490777080038000,12.204049920815800
12.457093428203200,7.812104941608710,6.521650430527470,3.3374928331484300,1.9737089367330100,59.993104159247900,23.63610460305690,14.483283318839000,12.199318070324400
12.458093435703200,7.89438665981276,6.546943432036200,3.427711997862720,1.9823950720135100,59.93156075236200,23.635658554556700,14.475796449831000,12.194678488916000
12.459093443203300,7.976639736176030,6.573275849502620,3.518739194275220,1.9915821031092600,59.87012040257390,23.63521781251900,14.468316627103500,12.190135060187700
12.460093450703300,8.058447605696840,6.600624334406020,3.6100586164165900,2.001270327595550,59.80878308196940,23.634782544224800,14.460844013100300,12.185691378597700
12.46109345820340,8.139404091374360,6.628958449081250,3.7011539461782800,2.0114568853348400,59.747548759627000,23.634352873428200,14.453378778704100,12.181350717880000
12.462093465703400,8.219116329772130,6.658241012905670,3.791512630064430,2.0221357877038900,59.68641740067980,23.63392887959190,14.445921103249300,12.177116002930100
12.463093473203500,8.297207586654250,6.688428494648130,3.880630202059360,2.033297972954300,59.625388965422500,23.63351059747110,14.43847117446090,12.172989785282900
12.46409348070360,8.373319914671050,6.719471447684500,3.968014582741570,2.0449313876152600,59.564463408471800,23.63309801705760,14.431029188321100,12.168974222288600
12.465093488203600,8.447116608476170,6.751314983997680,4.053190284376610,2.0570210934190300,59.50364067798430,23.632691083890400,14.423595348864700,12.165071060060000
12.466093495703700,8.518284417020670,6.7838992821781100,4.135702452914170,2.069549398806020,59.442920714936500,23.632289699736300,14.41616986790400,12.161281620237900
12.46709350320370,8.586535477983700,6.817160124039990,4.215120680593020,2.08249601365784,59.38230345247410,23.631893723635000,14.408752964687100,12.157606790584800
12.468093510703800,8.651608945228340,6.851029453980100,4.291042527165690,2.095838225522280,59.321788815330400,23.63150297330290,14.401344865491600,12.154047019386000
12.469093518203800,8.713272286657750,6.885435954840880,4.363096693488700,2.1095510952426900,59.261376719320800,23.63111722687920,14.393945803157700,12.150602313595400
